Year_Week,year,week,Retail Market,Vegetable,mean_farmer_price
2015-w43,2015,w43,Embilipitiya,TOMATOES,
2015-w44,2015,w44,Embilipitiya,TOMATOES,
2015-w45,2015,w45,Embilipitiya,TOMATOES,
2015-w46,2015,w46,Embilipitiya,TOMATOES,
2015-w47,2015,w47,Embilipitiya,TOMATOES,
2015-w48,2015,w48,Embilipitiya,TOMATOES,
2015-w49,2015,w49,Embilipitiya,TOMATOES,
2015-w50,2015,w50,Embilipitiya,TOMATOES,
2015-w51,2015,w51,Embilipitiya,TOMATOES,
2015-w52,2015,w52,Embilipitiya,TOMATOES,
2016-w1,2016,w1,Embilipitiya,TOMATOES,
2016-w2,2016,w2,Embilipitiya,TOMATOES,
2016-w3,2016,w3,Embilipitiya,TOMATOES,
2016-w4,2016,w4,Embilipitiya,TOMATOES,
2016-w5,2016,w5,Embilipitiya,TOMATOES,
2016-w6,2016,w6,Embilipitiya,TOMATOES,
2016-w7,2016,w7,Embilipitiya,TOMATOES,
2016-w8,2016,w8,Embilipitiya,TOMATOES,
2016-w9,2016,w9,Embilipitiya,TOMATOES,
2016-w10,2016,w10,Embilipitiya,TOMATOES,
2016-w11,2016,w11,Embilipitiya,TOMATOES,
2016-w12,2016,w12,Embilipitiya,TOMATOES,
2016-w13,2016,w13,Embilipitiya,TOMATOES,
2016-w14,2016,w14,Embilipitiya,TOMATOES,
2016-w15,2016,w15,Embilipitiya,TOMATOES,
2016-w16,2016,w16,Embilipitiya,TOMATOES,
2016-w17,2016,w17,Embilipitiya,TOMATOES,
2016-w18,2016,w18,Embilipitiya,TOMATOES,
2016-w19,2016,w19,Embilipitiya,TOMATOES,
2016-w20,2016,w20,Embilipitiya,TOMATOES,
2016-w21,2016,w21,Embilipitiya,TOMATOES,
2016-w22,2016,w22,Embilipitiya,TOMATOES,
2016-w23,2016,w23,Embilipitiya,TOMATOES,
2016-w24,2016,w24,Embilipitiya,TOMATOES,
2016-w25,2016,w25,Embilipitiya,TOMATOES,
2016-w26,2016,w26,Embilipitiya,TOMATOES,
2016-w27,2016,w27,Embilipitiya,TOMATOES,
2016-w28,2016,w28,Embilipitiya,TOMATOES,
2016-w29,2016,w29,Embilipitiya,TOMATOES,
2016-w30,2016,w30,Embilipitiya,TOMATOES,
2016-w31,2016,w31,Embilipitiya,TOMATOES,
2016-w32,2016,w32,Embilipitiya,TOMATOES,
2016-w33,2016,w33,Embilipitiya,TOMATOES,
2016-w34,2016,w34,Embilipitiya,TOMATOES,
2016-w35,2016,w35,Embilipitiya,TOMATOES,
2016-w36,2016,w36,Embilipitiya,TOMATOES,
2016-w37,2016,w37,Embilipitiya,TOMATOES,
2016-w38,2016,w38,Embilipitiya,TOMATOES,
2016-w39,2016,w39,Embilipitiya,TOMATOES,
2016-w40,2016,w40,Embilipitiya,TOMATOES,
2016-w41,2016,w41,Embilipitiya,TOMATOES,
2016-w42,2016,w42,Embilipitiya,TOMATOES,
2016-w43,2016,w43,Embilipitiya,TOMATOES,
2016-w44,2016,w44,Embilipitiya,TOMATOES,
2016-w45,2016,w45,Embilipitiya,TOMATOES,
2016-w46,2016,w46,Embilipitiya,TOMATOES,
2016-w47,2016,w47,Embilipitiya,TOMATOES,
2016-w48,2016,w48,Embilipitiya,TOMATOES,
2016-w49,2016,w49,Embilipitiya,TOMATOES,
2016-w50,2016,w50,Embilipitiya,TOMATOES,
2016-w51,2016,w51,Embilipitiya,TOMATOES,
2016-w52,2016,w52,Embilipitiya,TOMATOES,
2017-w1,2017,w1,Embilipitiya,TOMATOES,
2017-w2,2017,w2,Embilipitiya,TOMATOES,
2017-w3,2017,w3,Embilipitiya,TOMATOES,
2017-w4,2017,w4,Embilipitiya,TOMATOES,17.5
2017-w5,2017,w5,Embilipitiya,TOMATOES,17.5
2017-w6,2017,w6,Embilipitiya,TOMATOES,17.5
2017-w7,2017,w7,Embilipitiya,TOMATOES,17.5
2017-w8,2017,w8,Embilipitiya,TOMATOES,17.5
2017-w9,2017,w9,Embilipitiya,TOMATOES,16.5
2017-w10,2017,w10,Embilipitiya,TOMATOES,35.0
2017-w11,2017,w11,Embilipitiya,TOMATOES,35.0
2017-w12,2017,w12,Embilipitiya,TOMATOES,45.0
2017-w13,2017,w13,Embilipitiya,TOMATOES,115.0
2017-w14,2017,w14,Embilipitiya,TOMATOES,102.5
2017-w15,2017,w15,Embilipitiya,TOMATOES,98.75
2017-w16,2017,w16,Embilipitiya,TOMATOES,95.0
2017-w17,2017,w17,Embilipitiya,TOMATOES,52.5
2017-w18,2017,w18,Embilipitiya,TOMATOES,57.5
2017-w19,2017,w19,Embilipitiya,TOMATOES,62.5
2017-w20,2017,w20,Embilipitiya,TOMATOES,62.0
2017-w21,2017,w21,Embilipitiya,TOMATOES,45.0
2017-w22,2017,w22,Embilipitiya,TOMATOES,47.5
2017-w23,2017,w23,Embilipitiya,TOMATOES,75.0
2017-w24,2017,w24,Embilipitiya,TOMATOES,105.0
2017-w25,2017,w25,Embilipitiya,TOMATOES,87.5
2017-w26,2017,w26,Embilipitiya,TOMATOES,92.5
2017-w27,2017,w27,Embilipitiya,TOMATOES,92.5
2017-w28,2017,w28,Embilipitiya,TOMATOES,92.5
2017-w29,2017,w29,Embilipitiya,TOMATOES,92.5
2017-w30,2017,w30,Embilipitiya,TOMATOES,92.5
2017-w31,2017,w31,Embilipitiya,TOMATOES,95.0
2017-w32,2017,w32,Embilipitiya,TOMATOES,95.0
2017-w33,2017,w33,Embilipitiya,TOMATOES,87.5
2017-w34,2017,w34,Embilipitiya,TOMATOES,87.5
2017-w35,2017,w35,Embilipitiya,TOMATOES,105.0
2017-w36,2017,w36,Embilipitiya,TOMATOES,105.0
2017-w37,2017,w37,Embilipitiya,TOMATOES,115.0
2017-w38,2017,w38,Embilipitiya,TOMATOES,115.0
2017-w39,2017,w39,Embilipitiya,TOMATOES,75.0
2017-w40,2017,w40,Embilipitiya,TOMATOES,75.0
2017-w41,2017,w41,Embilipitiya,TOMATOES,85.0
2017-w42,2017,w42,Embilipitiya,TOMATOES,105.0
2017-w43,2017,w43,Embilipitiya,TOMATOES,115.0
2017-w44,2017,w44,Embilipitiya,TOMATOES,115.0
2017-w45,2017,w45,Embilipitiya,TOMATOES,55.0
2017-w46,2017,w46,Embilipitiya,TOMATOES,65.0
2017-w47,2017,w47,Embilipitiya,TOMATOES,45.0
2017-w48,2017,w48,Embilipitiya,TOMATOES,29.0
2017-w49,2017,w49,Embilipitiya,TOMATOES,42.5
2017-w50,2017,w50,Embilipitiya,TOMATOES,37.5
2017-w51,2017,w51,Embilipitiya,TOMATOES,42.5
2017-w52,2017,w52,Embilipitiya,TOMATOES,65.0
2018-w1,2018,w1,Embilipitiya,TOMATOES,66.67
2018-w2,2018,w2,Embilipitiya,TOMATOES,57.5
2018-w3,2018,w3,Embilipitiya,TOMATOES,37.5
2018-w4,2018,w4,Embilipitiya,TOMATOES,37.5
2018-w5,2018,w5,Embilipitiya,TOMATOES,26.0
2018-w6,2018,w6,Embilipitiya,TOMATOES,22.5
2018-w7,2018,w7,Embilipitiya,TOMATOES,22.5
2018-w8,2018,w8,Embilipitiya,TOMATOES,17.5
2018-w9,2018,w9,Embilipitiya,TOMATOES,17.5
2018-w10,2018,w10,Embilipitiya,TOMATOES,17.5
2018-w11,2018,w11,Embilipitiya,TOMATOES,30.0
2018-w12,2018,w12,Embilipitiya,TOMATOES,37.5
2018-w13,2018,w13,Embilipitiya,TOMATOES,30.0
2018-w14,2018,w14,Embilipitiya,TOMATOES,17.5
2018-w15,2018,w15,Embilipitiya,TOMATOES,22.5
2018-w16,2018,w16,Embilipitiya,TOMATOES,17.5
2018-w17,2018,w17,Embilipitiya,TOMATOES,30.0
2018-w18,2018,w18,Embilipitiya,TOMATOES,30.0
2018-w19,2018,w19,Embilipitiya,TOMATOES,57.5
2018-w20,2018,w20,Embilipitiya,TOMATOES,87.5
2018-w21,2018,w21,Embilipitiya,TOMATOES,95.0
2018-w22,2018,w22,Embilipitiya,TOMATOES,125.0
2018-w23,2018,w23,Embilipitiya,TOMATOES,110.0
2018-w24,2018,w24,Embilipitiya,TOMATOES,105.0
2018-w25,2018,w25,Embilipitiya,TOMATOES,170.0
2018-w26,2018,w26,Embilipitiya,TOMATOES,175.0
2018-w27,2018,w27,Embilipitiya,TOMATOES,165.0
2018-w28,2018,w28,Embilipitiya,TOMATOES,155.0
2018-w29,2018,w29,Embilipitiya,TOMATOES,95.0
2018-w30,2018,w30,Embilipitiya,TOMATOES,95.0
2018-w31,2018,w31,Embilipitiya,TOMATOES,90.0
2018-w32,2018,w32,Embilipitiya,TOMATOES,85.0
2018-w33,2018,w33,Embilipitiya,TOMATOES,42.5
2018-w34,2018,w34,Embilipitiya,TOMATOES,37.5
2018-w35,2018,w35,Embilipitiya,TOMATOES,22.5
2018-w36,2018,w36,Embilipitiya,TOMATOES,17.5
2018-w37,2018,w37,Embilipitiya,TOMATOES,17.5
2018-w38,2018,w38,Embilipitiya,TOMATOES,16.5
2018-w39,2018,w39,Embilipitiya,TOMATOES,16.5
2018-w40,2018,w40,Embilipitiya,TOMATOES,19.0
2018-w41,2018,w41,Embilipitiya,TOMATOES,22.5
2018-w42,2018,w42,Embilipitiya,TOMATOES,55.0
2018-w43,2018,w43,Embilipitiya,TOMATOES,75.0
2018-w44,2018,w44,Embilipitiya,TOMATOES,145.0
2018-w45,2018,w45,Embilipitiya,TOMATOES,145.0
2018-w46,2018,w46,Embilipitiya,TOMATOES,210.0
2018-w47,2018,w47,Embilipitiya,TOMATOES,190.0
2018-w48,2018,w48,Embilipitiya,TOMATOES,190.0
2018-w49,2018,w49,Embilipitiya,TOMATOES,125.0
2018-w50,2018,w50,Embilipitiya,TOMATOES,190.0
2018-w51,2018,w51,Embilipitiya,TOMATOES,210.0
2018-w52,2018,w52,Embilipitiya,TOMATOES,115.0
2019-w1,2019,w1,Embilipitiya,TOMATOES,55.0
2019-w2,2019,w2,Embilipitiya,TOMATOES,52.5
2019-w3,2019,w3,Embilipitiya,TOMATOES,38.0
2019-w4,2019,w4,Embilipitiya,TOMATOES,53.0
2019-w5,2019,w5,Embilipitiya,TOMATOES,27.5
2019-w6,2019,w6,Embilipitiya,TOMATOES,18.0
2019-w7,2019,w7,Embilipitiya,TOMATOES,27.5
2019-w8,2019,w8,Embilipitiya,TOMATOES,27.5
2019-w9,2019,w9,Embilipitiya,TOMATOES,27.5
2019-w10,2019,w10,Embilipitiya,TOMATOES,32.5
2019-w11,2019,w11,Embilipitiya,TOMATOES,32.5
2019-w12,2019,w12,Embilipitiya,TOMATOES,27.5
2019-w13,2019,w13,Embilipitiya,TOMATOES,30.0
2019-w14,2019,w14,Embilipitiya,TOMATOES,27.5
2019-w15,2019,w15,Embilipitiya,TOMATOES,55.0
2019-w16,2019,w16,Embilipitiya,TOMATOES,29.0
2019-w17,2019,w17,Embilipitiya,TOMATOES,52.5
2019-w18,2019,w18,Embilipitiya,TOMATOES,52.5
2019-w19,2019,w19,Embilipitiya,TOMATOES,82.5
2019-w20,2019,w20,Embilipitiya,TOMATOES,55.0
2019-w21,2019,w21,Embilipitiya,TOMATOES,65.0
2019-w22,2019,w22,Embilipitiya,TOMATOES,47.5
2019-w23,2019,w23,Embilipitiya,TOMATOES,47.5
2019-w24,2019,w24,Embilipitiya,TOMATOES,47.5
2019-w25,2019,w25,Embilipitiya,TOMATOES,42.5
2019-w26,2019,w26,Embilipitiya,TOMATOES,62.5
2019-w27,2019,w27,Embilipitiya,TOMATOES,37.5
2019-w28,2019,w28,Embilipitiya,TOMATOES,37.5
2019-w29,2019,w29,Embilipitiya,TOMATOES,37.5
2019-w30,2019,w30,Embilipitiya,TOMATOES,37.5
2019-w31,2019,w31,Embilipitiya,TOMATOES,72.5
2019-w32,2019,w32,Embilipitiya,TOMATOES,71.3
2019-w33,2019,w33,Embilipitiya,TOMATOES,70.1
2019-w34,2019,w34,Embilipitiya,TOMATOES,68.9
2019-w35,2019,w35,Embilipitiya,TOMATOES,67.7
2019-w36,2019,w36,Embilipitiya,TOMATOES,66.5
2019-w37,2019,w37,Embilipitiya,TOMATOES,83.0
2019-w38,2019,w38,Embilipitiya,TOMATOES,83.0
2019-w39,2019,w39,Embilipitiya,TOMATOES,72.5
2019-w40,2019,w40,Embilipitiya,TOMATOES,80.0
2019-w41,2019,w41,Embilipitiya,TOMATOES,84.0
2019-w42,2019,w42,Embilipitiya,TOMATOES,95.0
2019-w43,2019,w43,Embilipitiya,TOMATOES,95.0
2019-w44,2019,w44,Embilipitiya,TOMATOES,77.5
2019-w45,2019,w45,Embilipitiya,TOMATOES,35.0
2019-w46,2019,w46,Embilipitiya,TOMATOES,35.0
2019-w47,2019,w47,Embilipitiya,TOMATOES,35.0
2019-w48,2019,w48,Embilipitiya,TOMATOES,35.0
2019-w49,2019,w49,Embilipitiya,TOMATOES,115.0
2019-w50,2019,w50,Embilipitiya,TOMATOES,105.0
2019-w51,2019,w51,Embilipitiya,TOMATOES,190.0
2019-w52,2019,w52,Embilipitiya,TOMATOES,95.0
2013-w1,2013,w1,Hambanthota,ASH PLANTAINS,42.4
2013-w2,2013,w2,Hambanthota,ASH PLANTAINS,47.0
2013-w3,2013,w3,Hambanthota,ASH PLANTAINS,47.0
2013-w4,2013,w4,Hambanthota,ASH PLANTAINS,51.4
2013-w5,2013,w5,Hambanthota,ASH PLANTAINS,39.0
2013-w6,2013,w6,Hambanthota,ASH PLANTAINS,34.0
2013-w7,2013,w7,Hambanthota,ASH PLANTAINS,33.25
2013-w8,2013,w8,Hambanthota,ASH PLANTAINS,37.95
2013-w9,2013,w9,Hambanthota,ASH PLANTAINS,36.95
2013-w10,2013,w10,Hambanthota,ASH PLANTAINS,32.85
2013-w11,2013,w11,Hambanthota,ASH PLANTAINS,35.62
2013-w12,2013,w12,Hambanthota,ASH PLANTAINS,30.55
2013-w13,2013,w13,Hambanthota,ASH PLANTAINS,30.55
2013-w14,2013,w14,Hambanthota,ASH PLANTAINS,19.0
2013-w15,2013,w15,Hambanthota,ASH PLANTAINS,19.0
2013-w16,2013,w16,Hambanthota,ASH PLANTAINS,19.0
2013-w17,2013,w17,Hambanthota,ASH PLANTAINS,18.6
2013-w18,2013,w18,Hambanthota,ASH PLANTAINS,19.7
2013-w19,2013,w19,Hambanthota,ASH PLANTAINS,20.4
2013-w20,2013,w20,Hambanthota,ASH PLANTAINS,18.88
2013-w21,2013,w21,Hambanthota,ASH PLANTAINS,19.0
2013-w22,2013,w22,Hambanthota,ASH PLANTAINS,19.0
2013-w23,2013,w23,Hambanthota,ASH PLANTAINS,22.96
2013-w24,2013,w24,Hambanthota,ASH PLANTAINS,22.8
2013-w25,2013,w25,Hambanthota,ASH PLANTAINS,22.8
2013-w26,2013,w26,Hambanthota,ASH PLANTAINS,23.3
2013-w27,2013,w27,Hambanthota,ASH PLANTAINS,23.3
2013-w28,2013,w28,Hambanthota,ASH PLANTAINS,22.8
2013-w29,2013,w29,Hambanthota,ASH PLANTAINS,22.8
2013-w30,2013,w30,Hambanthota,ASH PLANTAINS,25.4
2013-w31,2013,w31,Hambanthota,ASH PLANTAINS,25.4
2013-w32,2013,w32,Hambanthota,ASH PLANTAINS,23.8
2013-w33,2013,w33,Hambanthota,ASH PLANTAINS,23.8
2013-w34,2013,w34,Hambanthota,ASH PLANTAINS,25.58
2013-w35,2013,w35,Hambanthota,ASH PLANTAINS,21.45
2013-w36,2013,w36,Hambanthota,ASH PLANTAINS,17.85
2013-w37,2013,w37,Hambanthota,ASH PLANTAINS,21.45
2013-w38,2013,w38,Hambanthota,ASH PLANTAINS,25.58
2013-w39,2013,w39,Hambanthota,ASH PLANTAINS,26.18
2013-w40,2013,w40,Hambanthota,ASH PLANTAINS,27.05
2013-w41,2013,w41,Hambanthota,ASH PLANTAINS,26.45
2013-w42,2013,w42,Hambanthota,ASH PLANTAINS,26.45
2013-w43,2013,w43,Hambanthota,ASH PLANTAINS,25.35
2013-w44,2013,w44,Hambanthota,ASH PLANTAINS,29.55
2013-w45,2013,w45,Hambanthota,ASH PLANTAINS,29.55
2013-w46,2013,w46,Hambanthota,ASH PLANTAINS,27.65
2013-w47,2013,w47,Hambanthota,ASH PLANTAINS,26.9
2013-w48,2013,w48,Hambanthota,ASH PLANTAINS,26.9
2013-w49,2013,w49,Hambanthota,ASH PLANTAINS,27.65
2013-w50,2013,w50,Hambanthota,ASH PLANTAINS,27.65
2013-w51,2013,w51,Hambanthota,ASH PLANTAINS,28.9
2013-w52,2013,w52,Hambanthota,ASH PLANTAINS,28.9
2014-w1,2014,w1,Hambanthota,ASH PLANTAINS,26.62
2014-w2,2014,w2,Hambanthota,ASH PLANTAINS,28.25
2014-w3,2014,w3,Hambanthota,ASH PLANTAINS,26.8
2014-w4,2014,w4,Hambanthota,ASH PLANTAINS,25.84
2014-w5,2014,w5,Hambanthota,ASH PLANTAINS,24.62
2014-w6,2014,w6,Hambanthota,ASH PLANTAINS,23.75
2014-w7,2014,w7,Hambanthota,ASH PLANTAINS,27.25
2014-w8,2014,w8,Hambanthota,ASH PLANTAINS,23.25
2014-w9,2014,w9,Hambanthota,ASH PLANTAINS,22.75
2014-w10,2014,w10,Hambanthota,ASH PLANTAINS,22.75
2014-w11,2014,w11,Hambanthota,ASH PLANTAINS,23.88
2014-w12,2014,w12,Hambanthota,ASH PLANTAINS,25.0
2014-w13,2014,w13,Hambanthota,ASH PLANTAINS,25.7
2014-w14,2014,w14,Hambanthota,ASH PLANTAINS,25.7
2014-w15,2014,w15,Hambanthota,ASH PLANTAINS,24.75
2014-w16,2014,w16,Hambanthota,ASH PLANTAINS,28.6
2014-w17,2014,w17,Hambanthota,ASH PLANTAINS,23.62
2014-w18,2014,w18,Hambanthota,ASH PLANTAINS,28.0
2014-w19,2014,w19,Hambanthota,ASH PLANTAINS,36.7
2014-w20,2014,w20,Hambanthota,ASH PLANTAINS,27.85
2014-w21,2014,w21,Hambanthota,ASH PLANTAINS,27.85
2014-w22,2014,w22,Hambanthota,ASH PLANTAINS,27.85
2014-w23,2014,w23,Hambanthota,ASH PLANTAINS,27.85
2014-w24,2014,w24,Hambanthota,ASH PLANTAINS,28.25
2014-w25,2014,w25,Hambanthota,ASH PLANTAINS,28.25
2014-w26,2014,w26,Hambanthota,ASH PLANTAINS,26.95
2014-w27,2014,w27,Hambanthota,ASH PLANTAINS,26.95
2014-w28,2014,w28,Hambanthota,ASH PLANTAINS,29.45
2014-w29,2014,w29,Hambanthota,ASH PLANTAINS,28.05
2014-w30,2014,w30,Hambanthota,ASH PLANTAINS,35.45
2014-w31,2014,w31,Hambanthota,ASH PLANTAINS,31.45
2014-w32,2014,w32,Hambanthota,ASH PLANTAINS,29.79
2014-w33,2014,w33,Hambanthota,ASH PLANTAINS,27.45
2014-w34,2014,w34,Hambanthota,ASH PLANTAINS,27.45
2014-w35,2014,w35,Hambanthota,ASH PLANTAINS,44.2
2014-w36,2014,w36,Hambanthota,ASH PLANTAINS,35.45
2014-w37,2014,w37,Hambanthota,ASH PLANTAINS,35.45
2014-w38,2014,w38,Hambanthota,ASH PLANTAINS,35.45
2014-w39,2014,w39,Hambanthota,ASH PLANTAINS,32.95
2014-w40,2014,w40,Hambanthota,ASH PLANTAINS,38.75
2014-w41,2014,w41,Hambanthota,ASH PLANTAINS,44.55
2014-w42,2014,w42,Hambanthota,ASH PLANTAINS,46.32
2014-w43,2014,w43,Hambanthota,ASH PLANTAINS,48.1
2014-w44,2014,w44,Hambanthota,ASH PLANTAINS,43.9
2014-w45,2014,w45,Hambanthota,ASH PLANTAINS,53.7
2014-w46,2014,w46,Hambanthota,ASH PLANTAINS,45.7
2014-w47,2014,w47,Hambanthota,ASH PLANTAINS,46.0
2014-w48,2014,w48,Hambanthota,ASH PLANTAINS,55.0
2014-w49,2014,w49,Hambanthota,ASH PLANTAINS,56.3
2014-w50,2014,w50,Hambanthota,ASH PLANTAINS,56.3
2014-w51,2014,w51,Hambanthota,ASH PLANTAINS,65.3
2014-w52,2014,w52,Hambanthota,ASH PLANTAINS,71.3
2015-w1,2015,w1,Hambanthota,ASH PLANTAINS,76.3
2015-w2,2015,w2,Hambanthota,ASH PLANTAINS,76.3
2015-w3,2015,w3,Hambanthota,ASH PLANTAINS,80.0
2015-w4,2015,w4,Hambanthota,ASH PLANTAINS,70.5
2015-w5,2015,w5,Hambanthota,ASH PLANTAINS,70.5
2015-w6,2015,w6,Hambanthota,ASH PLANTAINS,70.0
2015-w7,2015,w7,Hambanthota,ASH PLANTAINS,70.0
2015-w8,2015,w8,Hambanthota,ASH PLANTAINS,70.0
2015-w9,2015,w9,Hambanthota,ASH PLANTAINS,70.0
2015-w10,2015,w10,Hambanthota,ASH PLANTAINS,66.8
2015-w11,2015,w11,Hambanthota,ASH PLANTAINS,60.7
2015-w12,2015,w12,Hambanthota,ASH PLANTAINS,50.55
2015-w13,2015,w13,Hambanthota,ASH PLANTAINS,35.55
2015-w14,2015,w14,Hambanthota,ASH PLANTAINS,36.8
2015-w15,2015,w15,Hambanthota,ASH PLANTAINS,35.78
2015-w16,2015,w16,Hambanthota,ASH PLANTAINS,34.75
2015-w17,2015,w17,Hambanthota,ASH PLANTAINS,35.55
2015-w18,2015,w18,Hambanthota,ASH PLANTAINS,41.4
2015-w19,2015,w19,Hambanthota,ASH PLANTAINS,41.4
2015-w20,2015,w20,Hambanthota,ASH PLANTAINS,26.75
2015-w21,2015,w21,Hambanthota,ASH PLANTAINS,33.4
2015-w22,2015,w22,Hambanthota,ASH PLANTAINS,33.4
2015-w23,2015,w23,Hambanthota,ASH PLANTAINS,32.4
2015-w24,2015,w24,Hambanthota,ASH PLANTAINS,32.4
2015-w25,2015,w25,Hambanthota,ASH PLANTAINS,31.7
2015-w26,2015,w26,Hambanthota,ASH PLANTAINS,35.45
2015-w27,2015,w27,Hambanthota,ASH PLANTAINS,30.45
2015-w28,2015,w28,Hambanthota,ASH PLANTAINS,34.45
2015-w29,2015,w29,Hambanthota,ASH PLANTAINS,32.75
2015-w30,2015,w30,Hambanthota,ASH PLANTAINS,34.45
2015-w31,2015,w31,Hambanthota,ASH PLANTAINS,33.45
2015-w32,2015,w32,Hambanthota,ASH PLANTAINS,33.45
2015-w33,2015,w33,Hambanthota,ASH PLANTAINS,33.45
2015-w34,2015,w34,Hambanthota,ASH PLANTAINS,32.75
2015-w35,2015,w35,Hambanthota,ASH PLANTAINS,32.75
2015-w36,2015,w36,Hambanthota,ASH PLANTAINS,30.25
2015-w37,2015,w37,Hambanthota,ASH PLANTAINS,34.55
2015-w38,2015,w38,Hambanthota,ASH PLANTAINS,35.05
2015-w39,2015,w39,Hambanthota,ASH PLANTAINS,35.05
2015-w40,2015,w40,Hambanthota,ASH PLANTAINS,37.55
2015-w41,2015,w41,Hambanthota,ASH PLANTAINS,32.75
2015-w42,2015,w42,Hambanthota,ASH PLANTAINS,32.75
2015-w43,2015,w43,Hambanthota,ASH PLANTAINS,39.35
2015-w44,2015,w44,Hambanthota,ASH PLANTAINS,32.45
2015-w45,2015,w45,Hambanthota,ASH PLANTAINS,37.5
2015-w46,2015,w46,Hambanthota,ASH PLANTAINS,39.75
2015-w47,2015,w47,Hambanthota,ASH PLANTAINS,38.95
2015-w48,2015,w48,Hambanthota,ASH PLANTAINS,45.0
2015-w49,2015,w49,Hambanthota,ASH PLANTAINS,42.7
2015-w50,2015,w50,Hambanthota,ASH PLANTAINS,46.2
2015-w51,2015,w51,Hambanthota,ASH PLANTAINS,52.7
2015-w52,2015,w52,Hambanthota,ASH PLANTAINS,52.7
2016-w1,2016,w1,Hambanthota,ASH PLANTAINS,44.25
2016-w2,2016,w2,Hambanthota,ASH PLANTAINS,42.25
2016-w3,2016,w3,Hambanthota,ASH PLANTAINS,54.0
2016-w4,2016,w4,Hambanthota,ASH PLANTAINS,43.4
2016-w5,2016,w5,Hambanthota,ASH PLANTAINS,43.4
2016-w6,2016,w6,Hambanthota,ASH PLANTAINS,38.4
2016-w7,2016,w7,Hambanthota,ASH PLANTAINS,35.0
2016-w8,2016,w8,Hambanthota,ASH PLANTAINS,35.0
2016-w9,2016,w9,Hambanthota,ASH PLANTAINS,35.0
2016-w10,2016,w10,Hambanthota,ASH PLANTAINS,29.0
2016-w11,2016,w11,Hambanthota,ASH PLANTAINS,30.0
2016-w12,2016,w12,Hambanthota,ASH PLANTAINS,30.0
2016-w13,2016,w13,Hambanthota,ASH PLANTAINS,31.4
2016-w14,2016,w14,Hambanthota,ASH PLANTAINS,28.0
2016-w15,2016,w15,Hambanthota,ASH PLANTAINS,23.4
2016-w16,2016,w16,Hambanthota,ASH PLANTAINS,23.4
2016-w17,2016,w17,Hambanthota,ASH PLANTAINS,23.4
2016-w18,2016,w18,Hambanthota,ASH PLANTAINS,23.4
2016-w19,2016,w19,Hambanthota,ASH PLANTAINS,29.4
2016-w20,2016,w20,Hambanthota,ASH PLANTAINS,31.4
2016-w21,2016,w21,Hambanthota,ASH PLANTAINS,31.4
2016-w22,2016,w22,Hambanthota,ASH PLANTAINS,34.0
2016-w23,2016,w23,Hambanthota,ASH PLANTAINS,39.5
2016-w24,2016,w24,Hambanthota,ASH PLANTAINS,40.75
2016-w25,2016,w25,Hambanthota,ASH PLANTAINS,45.75
2016-w26,2016,w26,Hambanthota,ASH PLANTAINS,42.45
2016-w27,2016,w27,Hambanthota,ASH PLANTAINS,42.95
2016-w28,2016,w28,Hambanthota,ASH PLANTAINS,39.4
2016-w29,2016,w29,Hambanthota,ASH PLANTAINS,34.7
2016-w30,2016,w30,Hambanthota,ASH PLANTAINS,37.75
2016-w31,2016,w31,Hambanthota,ASH PLANTAINS,32.34
2016-w32,2016,w32,Hambanthota,ASH PLANTAINS,36.25
2016-w33,2016,w33,Hambanthota,ASH PLANTAINS,37.5
2016-w34,2016,w34,Hambanthota,ASH PLANTAINS,39.75
2016-w35,2016,w35,Hambanthota,ASH PLANTAINS,39.75
2016-w36,2016,w36,Hambanthota,ASH PLANTAINS,39.75
2016-w37,2016,w37,Hambanthota,ASH PLANTAINS,39.75
2016-w38,2016,w38,Hambanthota,ASH PLANTAINS,42.25
2016-w39,2016,w39,Hambanthota,ASH PLANTAINS,44.95
2016-w40,2016,w40,Hambanthota,ASH PLANTAINS,40.95
2016-w41,2016,w41,Hambanthota,ASH PLANTAINS,35.95
2016-w42,2016,w42,Hambanthota,ASH PLANTAINS,40.95
2016-w43,2016,w43,Hambanthota,ASH PLANTAINS,39.7
2016-w44,2016,w44,Hambanthota,ASH PLANTAINS,36.75
2016-w45,2016,w45,Hambanthota,ASH PLANTAINS,32.25
2016-w46,2016,w46,Hambanthota,ASH PLANTAINS,45.55
2016-w47,2016,w47,Hambanthota,ASH PLANTAINS,43.05
2016-w48,2016,w48,Hambanthota,ASH PLANTAINS,41.25
2016-w49,2016,w49,Hambanthota,ASH PLANTAINS,35.95
2016-w50,2016,w50,Hambanthota,ASH PLANTAINS,35.95
2016-w51,2016,w51,Hambanthota,ASH PLANTAINS,40.7
2016-w52,2016,w52,Hambanthota,ASH PLANTAINS,36.95
2017-w1,2017,w1,Hambanthota,ASH PLANTAINS,43.05
2017-w2,2017,w2,Hambanthota,ASH PLANTAINS,43.7
2017-w3,2017,w3,Hambanthota,ASH PLANTAINS,47.0
2017-w4,2017,w4,Hambanthota,ASH PLANTAINS,44.75
2017-w5,2017,w5,Hambanthota,ASH PLANTAINS,44.75
2017-w6,2017,w6,Hambanthota,ASH PLANTAINS,44.75
2017-w7,2017,w7,Hambanthota,ASH PLANTAINS,48.38
2017-w8,2017,w8,Hambanthota,ASH PLANTAINS,48.7
2017-w9,2017,w9,Hambanthota,ASH PLANTAINS,54.0
