Year_Week,year,week,location,code,vegetable_type,price,origin_rain_sum_mean_mm,origin_temperature_mean_c
2018-w3,2018,w3,Kaluthara,308,CABBAGE,108.0,5.35,18.61
2018-w4,2018,w4,Kaluthara,308,CABBAGE,108.0,49.45,19.63
2018-w5,2018,w5,Kaluthara,308,CABBAGE,74.0,21.1,19.99
2018-w6,2018,w6,Kaluthara,308,CABBAGE,84.0,18.6,19.8
2018-w7,2018,w7,Kaluthara,308,CABBAGE,88.0,6.8,19.08
2018-w8,2018,w8,Kaluthara,308,CABBAGE,92.0,109.4,20.5
2018-w9,2018,w9,Kaluthara,308,CABBAGE,124.0,32.35,20.98
2018-w10,2018,w10,Kaluthara,308,CABBAGE,112.0,53.05,20.02
2018-w11,2018,w11,Kaluthara,308,CABBAGE,108.0,16.6,21.78
2018-w12,2018,w12,Kaluthara,308,CABBAGE,108.0,17.4,20.81
2018-w13,2018,w13,Kaluthara,308,CABBAGE,108.0,8.95,21.84
2018-w14,2018,w14,Kaluthara,308,CABBAGE,108.0,53.55,21.54
2018-w15,2018,w15,Kaluthara,308,CABBAGE,64.0,22.75,21.9
2018-w16,2018,w16,Kaluthara,308,CABBAGE,94.0,14.1,22.1
2018-w17,2018,w17,Kaluthara,308,CABBAGE,64.0,6.2,23.2
2018-w18,2018,w18,Kaluthara,308,CABBAGE,93.33,64.55,22.3
2018-w19,2018,w19,Kaluthara,308,CABBAGE,88.0,74.3,22.21
2018-w20,2018,w20,Kaluthara,308,CABBAGE,64.0,69.25,21.3
2018-w21,2018,w21,Kaluthara,308,CABBAGE,108.0,71.35,20.96
2018-w22,2018,w22,Kaluthara,308,CABBAGE,192.0,51.75,21.7
2018-w23,2018,w23,Kaluthara,308,CABBAGE,144.0,65.85,20.18
2018-w24,2018,w24,Kaluthara,308,CABBAGE,144.0,36.85,20.48
2018-w25,2018,w25,Kaluthara,308,CABBAGE,208.0,52.1,20.04
2018-w26,2018,w26,Kaluthara,308,CABBAGE,174.0,19.8,20.84
2018-w27,2018,w27,Kaluthara,308,CABBAGE,164.0,50.7,19.36
2018-w28,2018,w28,Kaluthara,308,CABBAGE,208.0,64.05,19.12
2018-w29,2018,w29,Kaluthara,308,CABBAGE,208.0,18.7,20.54
2018-w30,2018,w30,Kaluthara,308,CABBAGE,226.0,26.4,20.92
2018-w31,2018,w31,Kaluthara,308,CABBAGE,164.0,24.7,19.38
2018-w32,2018,w32,Kaluthara,308,CABBAGE,126.0,109.75,19.3
2018-w33,2018,w33,Kaluthara,308,CABBAGE,136.0,60.35,19.52
2018-w34,2018,w34,Kaluthara,308,CABBAGE,134.0,6.0,21.42
2018-w35,2018,w35,Kaluthara,308,CABBAGE,144.0,3.35,20.38
2018-w36,2018,w36,Kaluthara,308,CABBAGE,208.0,17.5,21.74
2018-w37,2018,w37,Kaluthara,308,CABBAGE,144.0,17.9,20.94
2018-w38,2018,w38,Kaluthara,308,CABBAGE,134.0,110.5,21.54
2018-w39,2018,w39,Kaluthara,308,CABBAGE,124.0,189.35,21.98
2018-w40,2018,w40,Kaluthara,308,CABBAGE,84.0,173.1,21.58
2018-w41,2018,w41,Kaluthara,308,CABBAGE,84.0,55.2,20.8
2018-w42,2018,w42,Kaluthara,308,CABBAGE,124.0,139.8,21.16
2018-w43,2018,w43,Kaluthara,308,CABBAGE,132.0,120.2,20.91
2018-w44,2018,w44,Kaluthara,308,CABBAGE,138.0,229.15,20.92
2018-w45,2018,w45,Kaluthara,308,CABBAGE,166.0,25.4,19.38
2018-w46,2018,w46,Kaluthara,308,CABBAGE,176.0,110.3,21.01
2018-w47,2018,w47,Kaluthara,308,CABBAGE,184.0,73.5,20.84
2018-w48,2018,w48,Kaluthara,308,CABBAGE,164.0,53.7,20.18
2018-w49,2018,w49,Kaluthara,308,CABBAGE,164.0,31.25,19.36
2018-w50,2018,w50,Kaluthara,308,CABBAGE,164.0,10.3,19.24
2018-w51,2018,w51,Kaluthara,308,CABBAGE,168.0,86.0,20.13
2018-w52,2018,w52,Kaluthara,308,CABBAGE,176.0,13.2,18.04
2018-w1,2018,w1,Kaluthara,303,CARROT,168.0,14.85,17.53
2018-w2,2018,w2,Kaluthara,303,CARROT,152.0,19.35,18.42
2018-w3,2018,w3,Kaluthara,303,CARROT,152.0,5.35,18.61
2018-w4,2018,w4,Kaluthara,303,CARROT,156.0,49.45,19.63
2018-w5,2018,w5,Kaluthara,303,CARROT,124.0,21.1,19.99
2018-w6,2018,w6,Kaluthara,303,CARROT,124.0,18.6,19.8
2018-w7,2018,w7,Kaluthara,303,CARROT,136.0,6.8,19.08
2018-w8,2018,w8,Kaluthara,303,CARROT,126.0,109.4,20.5
2018-w9,2018,w9,Kaluthara,303,CARROT,134.0,32.35,20.98
2018-w10,2018,w10,Kaluthara,303,CARROT,134.0,53.05,20.02
2018-w11,2018,w11,Kaluthara,303,CARROT,134.0,16.6,21.78
2018-w12,2018,w12,Kaluthara,303,CARROT,144.0,17.4,20.81
2018-w13,2018,w13,Kaluthara,303,CARROT,136.0,8.95,21.84
2018-w14,2018,w14,Kaluthara,303,CARROT,146.0,53.55,21.54
2018-w15,2018,w15,Kaluthara,303,CARROT,112.0,22.75,21.9
2018-w16,2018,w16,Kaluthara,303,CARROT,168.0,14.1,22.1
2018-w17,2018,w17,Kaluthara,303,CARROT,168.0,6.2,23.2
2018-w18,2018,w18,Kaluthara,303,CARROT,173.33,64.55,22.3
2018-w19,2018,w19,Kaluthara,303,CARROT,188.0,74.3,22.21
2018-w20,2018,w20,Kaluthara,303,CARROT,228.0,69.25,21.3
2018-w21,2018,w21,Kaluthara,303,CARROT,212.0,71.35,20.96
2018-w22,2018,w22,Kaluthara,303,CARROT,276.0,51.75,21.7
2018-w23,2018,w23,Kaluthara,303,CARROT,268.0,65.85,20.18
2018-w24,2018,w24,Kaluthara,303,CARROT,308.0,36.85,20.48
2018-w25,2018,w25,Kaluthara,303,CARROT,328.0,52.1,20.04
2018-w26,2018,w26,Kaluthara,303,CARROT,328.0,19.8,20.84
2018-w27,2018,w27,Kaluthara,303,CARROT,208.0,50.7,19.36
2018-w28,2018,w28,Kaluthara,303,CARROT,272.0,64.05,19.12
2018-w29,2018,w29,Kaluthara,303,CARROT,276.0,18.7,20.54
2018-w30,2018,w30,Kaluthara,303,CARROT,308.0,26.4,20.92
2018-w31,2018,w31,Kaluthara,303,CARROT,292.0,24.7,19.38
2018-w32,2018,w32,Kaluthara,303,CARROT,312.0,109.75,19.3
2018-w33,2018,w33,Kaluthara,303,CARROT,326.0,60.35,19.52
2018-w34,2018,w34,Kaluthara,303,CARROT,332.0,6.0,21.42
2018-w35,2018,w35,Kaluthara,303,CARROT,344.0,3.35,20.38
2018-w36,2018,w36,Kaluthara,303,CARROT,356.0,17.5,21.74
2018-w37,2018,w37,Kaluthara,303,CARROT,344.0,17.9,20.94
2018-w38,2018,w38,Kaluthara,303,CARROT,235.0,110.5,21.54
2018-w39,2018,w39,Kaluthara,303,CARROT,208.0,189.35,21.98
2018-w40,2018,w40,Kaluthara,303,CARROT,188.0,173.1,21.58
2018-w41,2018,w41,Kaluthara,303,CARROT,168.0,55.2,20.8
2018-w42,2018,w42,Kaluthara,303,CARROT,192.0,139.8,21.16
2018-w43,2018,w43,Kaluthara,303,CARROT,212.0,120.2,20.91
2018-w44,2018,w44,Kaluthara,303,CARROT,232.0,229.15,20.92
2018-w45,2018,w45,Kaluthara,303,CARROT,308.0,25.4,19.38
2018-w46,2018,w46,Kaluthara,303,CARROT,328.0,110.3,21.01
2018-w47,2018,w47,Kaluthara,303,CARROT,340.0,73.5,20.84
2018-w48,2018,w48,Kaluthara,303,CARROT,290.0,53.7,20.18
2018-w49,2018,w49,Kaluthara,303,CARROT,262.0,31.25,19.36
2018-w50,2018,w50,Kaluthara,303,CARROT,232.0,10.3,19.24
2018-w51,2018,w51,Kaluthara,303,CARROT,208.0,86.0,20.13
2018-w52,2018,w52,Kaluthara,303,CARROT,232.0,13.2,18.04
2018-w1,2018,w1,Kaluthara,302,GREEN BEANS,288.0,14.85,17.53
2018-w2,2018,w2,Kaluthara,302,GREEN BEANS,276.0,19.35,18.42
2018-w3,2018,w3,Kaluthara,302,GREEN BEANS,192.0,5.35,18.61
2018-w4,2018,w4,Kaluthara,302,GREEN BEANS,208.0,49.45,19.63
2018-w5,2018,w5,Kaluthara,302,GREEN BEANS,184.0,21.1,19.99
2018-w6,2018,w6,Kaluthara,302,GREEN BEANS,208.0,18.6,19.8
2018-w7,2018,w7,Kaluthara,302,GREEN BEANS,192.0,6.8,19.08
2018-w8,2018,w8,Kaluthara,302,GREEN BEANS,192.0,109.4,20.5
2018-w9,2018,w9,Kaluthara,302,GREEN BEANS,192.0,32.35,20.98
2018-w10,2018,w10,Kaluthara,302,GREEN BEANS,136.0,53.05,20.02
2018-w11,2018,w11,Kaluthara,302,GREEN BEANS,148.0,16.6,21.78
2018-w12,2018,w12,Kaluthara,302,GREEN BEANS,154.0,17.4,20.81
2018-w13,2018,w13,Kaluthara,302,GREEN BEANS,144.0,8.95,21.84
2018-w14,2018,w14,Kaluthara,302,GREEN BEANS,86.0,53.55,21.54
2018-w15,2018,w15,Kaluthara,302,GREEN BEANS,74.0,22.75,21.9
2018-w16,2018,w16,Kaluthara,302,GREEN BEANS,192.0,14.1,22.1
2018-w17,2018,w17,Kaluthara,302,GREEN BEANS,208.0,6.2,23.2
2018-w18,2018,w18,Kaluthara,302,GREEN BEANS,226.67,64.55,22.3
2018-w19,2018,w19,Kaluthara,302,GREEN BEANS,192.0,74.3,22.21
2018-w20,2018,w20,Kaluthara,302,GREEN BEANS,208.0,69.25,21.3
2018-w21,2018,w21,Kaluthara,302,GREEN BEANS,208.0,71.35,20.96
2018-w22,2018,w22,Kaluthara,302,GREEN BEANS,288.0,51.75,21.7
2018-w23,2018,w23,Kaluthara,302,GREEN BEANS,310.0,65.85,20.18
2018-w24,2018,w24,Kaluthara,302,GREEN BEANS,312.0,36.85,20.48
2018-w25,2018,w25,Kaluthara,302,GREEN BEANS,292.0,52.1,20.04
2018-w26,2018,w26,Kaluthara,302,GREEN BEANS,354.0,19.8,20.84
2018-w27,2018,w27,Kaluthara,302,GREEN BEANS,344.0,50.7,19.36
2018-w28,2018,w28,Kaluthara,302,GREEN BEANS,312.0,64.05,19.12
2018-w29,2018,w29,Kaluthara,302,GREEN BEANS,324.0,18.7,20.54
2018-w30,2018,w30,Kaluthara,302,GREEN BEANS,293.33,26.4,20.92
2018-w31,2018,w31,Kaluthara,302,GREEN BEANS,273.33,24.7,19.38
2018-w32,2018,w32,Kaluthara,302,GREEN BEANS,208.0,109.75,19.3
2018-w33,2018,w33,Kaluthara,302,GREEN BEANS,228.0,60.35,19.52
2018-w34,2018,w34,Kaluthara,302,GREEN BEANS,208.0,6.0,21.42
2018-w35,2018,w35,Kaluthara,302,GREEN BEANS,192.0,3.35,20.38
2018-w36,2018,w36,Kaluthara,302,GREEN BEANS,156.0,17.5,21.74
2018-w37,2018,w37,Kaluthara,302,GREEN BEANS,152.0,17.9,20.94
2018-w38,2018,w38,Kaluthara,302,GREEN BEANS,124.0,110.5,21.54
2018-w39,2018,w39,Kaluthara,302,GREEN BEANS,134.0,189.35,21.98
2018-w40,2018,w40,Kaluthara,302,GREEN BEANS,168.0,173.1,21.58
2018-w41,2018,w41,Kaluthara,302,GREEN BEANS,156.0,55.2,20.8
2018-w42,2018,w42,Kaluthara,302,GREEN BEANS,232.0,139.8,21.16
2018-w43,2018,w43,Kaluthara,302,GREEN BEANS,248.0,120.2,20.91
2018-w44,2018,w44,Kaluthara,302,GREEN BEANS,268.0,229.15,20.92
2018-w45,2018,w45,Kaluthara,302,GREEN BEANS,348.0,25.4,19.38
2018-w46,2018,w46,Kaluthara,302,GREEN BEANS,332.0,110.3,21.01
2018-w47,2018,w47,Kaluthara,302,GREEN BEANS,332.0,73.5,20.84
2018-w48,2018,w48,Kaluthara,302,GREEN BEANS,228.0,53.7,20.18
2018-w49,2018,w49,Kaluthara,302,GREEN BEANS,172.0,31.25,19.36
2018-w50,2018,w50,Kaluthara,302,GREEN BEANS,272.0,10.3,19.24
2018-w51,2018,w51,Kaluthara,302,GREEN BEANS,272.0,86.0,20.13
2018-w52,2018,w52,Kaluthara,302,GREEN BEANS,212.0,13.2,18.04
2018-w1,2018,w1,Kaluthara,331,GREEN CHILLIES,570.0,9.88,28.07
2018-w2,2018,w2,Kaluthara,331,GREEN CHILLIES,440.0,14.28,29.75
2018-w3,2018,w3,Kaluthara,331,GREEN CHILLIES,320.0,0.72,28.95
2018-w4,2018,w4,Kaluthara,331,GREEN CHILLIES,250.0,15.92,30.49
2018-w5,2018,w5,Kaluthara,331,GREEN CHILLIES,210.0,25.16,30.89
2018-w6,2018,w6,Kaluthara,331,GREEN CHILLIES,180.0,11.96,31.2
2018-w7,2018,w7,Kaluthara,331,GREEN CHILLIES,176.0,8.46,30.45
2018-w8,2018,w8,Kaluthara,331,GREEN CHILLIES,170.0,58.98,31.62
2018-w9,2018,w9,Kaluthara,331,GREEN CHILLIES,162.0,47.16,31.53
2018-w10,2018,w10,Kaluthara,331,GREEN CHILLIES,168.0,61.12,31.17
2018-w11,2018,w11,Kaluthara,331,GREEN CHILLIES,176.0,24.5,32.63
2018-w12,2018,w12,Kaluthara,331,GREEN CHILLIES,220.0,26.06,32.12
2018-w13,2018,w13,Kaluthara,331,GREEN CHILLIES,208.0,20.86,32.59
2018-w14,2018,w14,Kaluthara,331,GREEN CHILLIES,208.0,101.96,31.9
2018-w15,2018,w15,Kaluthara,331,GREEN CHILLIES,192.0,70.76,32.13
2018-w16,2018,w16,Kaluthara,331,GREEN CHILLIES,220.0,33.82,32.97
2018-w17,2018,w17,Kaluthara,331,GREEN CHILLIES,130.0,48.72,32.91
2018-w18,2018,w18,Kaluthara,331,GREEN CHILLIES,193.33,101.06,31.36
2018-w19,2018,w19,Kaluthara,331,GREEN CHILLIES,270.0,136.92,31.41
2018-w20,2018,w20,Kaluthara,331,GREEN CHILLIES,230.0,194.26,30.75
2018-w21,2018,w21,Kaluthara,331,GREEN CHILLIES,270.0,106.76,31.26
2018-w22,2018,w22,Kaluthara,331,GREEN CHILLIES,320.0,149.0,30.89
2018-w23,2018,w23,Kaluthara,331,GREEN CHILLIES,320.0,51.02,31.19
2018-w24,2018,w24,Kaluthara,331,GREEN CHILLIES,370.0,80.64,30.85
2018-w25,2018,w25,Kaluthara,331,GREEN CHILLIES,460.0,75.12,30.6
2018-w26,2018,w26,Kaluthara,331,GREEN CHILLIES,550.0,55.84,31.37
2018-w27,2018,w27,Kaluthara,331,GREEN CHILLIES,580.0,65.02,30.29
2018-w28,2018,w28,Kaluthara,331,GREEN CHILLIES,850.0,46.3,30.64
2018-w29,2018,w29,Kaluthara,331,GREEN CHILLIES,790.0,14.44,30.99
2018-w30,2018,w30,Kaluthara,331,GREEN CHILLIES,820.0,53.74,30.36
2018-w31,2018,w31,Kaluthara,331,GREEN CHILLIES,580.0,31.5,30.42
2018-w32,2018,w32,Kaluthara,331,GREEN CHILLIES,440.0,50.68,29.77
2018-w33,2018,w33,Kaluthara,331,GREEN CHILLIES,320.0,23.48,30.04
2018-w34,2018,w34,Kaluthara,331,GREEN CHILLIES,280.0,19.04,30.5
2018-w35,2018,w35,Kaluthara,331,GREEN CHILLIES,280.0,11.4,31.02
2018-w36,2018,w36,Kaluthara,331,GREEN CHILLIES,180.0,4.12,31.51
2018-w37,2018,w37,Kaluthara,331,GREEN CHILLIES,170.0,24.62,31.17
2018-w38,2018,w38,Kaluthara,331,GREEN CHILLIES,180.0,85.8,31.19
2018-w39,2018,w39,Kaluthara,331,GREEN CHILLIES,130.0,86.94,31.29
2018-w40,2018,w40,Kaluthara,331,GREEN CHILLIES,130.0,122.9,30.34
2018-w41,2018,w41,Kaluthara,331,GREEN CHILLIES,130.0,49.18,30.67
2018-w42,2018,w42,Kaluthara,331,GREEN CHILLIES,180.0,121.8,30.56
2018-w43,2018,w43,Kaluthara,331,GREEN CHILLIES,380.0,66.22,30.92
2018-w44,2018,w44,Kaluthara,331,GREEN CHILLIES,250.0,156.08,30.46
2018-w45,2018,w45,Kaluthara,331,GREEN CHILLIES,370.0,29.7,30.41
2018-w46,2018,w46,Kaluthara,331,GREEN CHILLIES,380.0,69.26,30.88
2018-w47,2018,w47,Kaluthara,331,GREEN CHILLIES,380.0,57.0,30.81
2018-w48,2018,w48,Kaluthara,331,GREEN CHILLIES,570.0,34.64,31.08
2018-w49,2018,w49,Kaluthara,331,GREEN CHILLIES,480.0,8.98,29.75
2018-w50,2018,w50,Kaluthara,331,GREEN CHILLIES,500.0,4.16,29.61
2018-w51,2018,w51,Kaluthara,331,GREEN CHILLIES,620.0,41.28,30.25
2018-w52,2018,w52,Kaluthara,331,GREEN CHILLIES,660.0,4.68,30.25
2018-w1,2018,w1,Kaluthara,320,LADIES FINGERS,164.0,9.88,28.07
2018-w2,2018,w2,Kaluthara,320,LADIES FINGERS,146.0,14.28,29.75
2018-w3,2018,w3,Kaluthara,320,LADIES FINGERS,144.0,0.72,28.95
2018-w4,2018,w4,Kaluthara,320,LADIES FINGERS,136.0,15.92,30.49
2018-w5,2018,w5,Kaluthara,320,LADIES FINGERS,124.0,25.16,30.89
2018-w6,2018,w6,Kaluthara,320,LADIES FINGERS,134.0,11.96,31.2
2018-w7,2018,w7,Kaluthara,320,LADIES FINGERS,136.0,8.46,30.45
2018-w8,2018,w8,Kaluthara,320,LADIES FINGERS,124.0,58.98,31.62
2018-w9,2018,w9,Kaluthara,320,LADIES FINGERS,136.0,47.16,31.53
2018-w10,2018,w10,Kaluthara,320,LADIES FINGERS,112.0,61.12,31.17
2018-w11,2018,w11,Kaluthara,320,LADIES FINGERS,108.0,24.5,32.63
2018-w12,2018,w12,Kaluthara,320,LADIES FINGERS,108.0,26.06,32.12
2018-w13,2018,w13,Kaluthara,320,LADIES FINGERS,124.0,20.86,32.59
2018-w14,2018,w14,Kaluthara,320,LADIES FINGERS,124.0,101.96,31.9
2018-w15,2018,w15,Kaluthara,320,LADIES FINGERS,92.0,70.76,32.13
2018-w16,2018,w16,Kaluthara,320,LADIES FINGERS,126.0,33.82,32.97
2018-w17,2018,w17,Kaluthara,320,LADIES FINGERS,108.0,48.72,32.91
2018-w18,2018,w18,Kaluthara,320,LADIES FINGERS,136.67,101.06,31.36
2018-w19,2018,w19,Kaluthara,320,LADIES FINGERS,126.0,136.92,31.41
2018-w20,2018,w20,Kaluthara,320,LADIES FINGERS,134.0,194.26,30.75
2018-w21,2018,w21,Kaluthara,320,LADIES FINGERS,144.0,106.76,31.26
2018-w22,2018,w22,Kaluthara,320,LADIES FINGERS,176.0,149.0,30.89
2018-w23,2018,w23,Kaluthara,320,LADIES FINGERS,134.0,51.02,31.19
2018-w24,2018,w24,Kaluthara,320,LADIES FINGERS,144.0,80.64,30.85
2018-w25,2018,w25,Kaluthara,320,LADIES FINGERS,136.0,75.12,30.6
2018-w26,2018,w26,Kaluthara,320,LADIES FINGERS,148.0,55.84,31.37
2018-w27,2018,w27,Kaluthara,320,LADIES FINGERS,152.0,65.02,30.29
2018-w28,2018,w28,Kaluthara,320,LADIES FINGERS,136.0,46.3,30.64
2018-w29,2018,w29,Kaluthara,320,LADIES FINGERS,134.0,14.44,30.99
2018-w30,2018,w30,Kaluthara,320,LADIES FINGERS,134.0,53.74,30.36
2018-w31,2018,w31,Kaluthara,320,LADIES FINGERS,126.0,31.5,30.42
2018-w32,2018,w32,Kaluthara,320,LADIES FINGERS,112.0,50.68,29.77
2018-w33,2018,w33,Kaluthara,320,LADIES FINGERS,108.0,23.48,30.04
2018-w34,2018,w34,Kaluthara,320,LADIES FINGERS,112.0,19.04,30.5
2018-w35,2018,w35,Kaluthara,320,LADIES FINGERS,124.0,11.4,31.02
2018-w36,2018,w36,Kaluthara,320,LADIES FINGERS,108.0,4.12,31.51
2018-w37,2018,w37,Kaluthara,320,LADIES FINGERS,108.0,24.62,31.17
2018-w38,2018,w38,Kaluthara,320,LADIES FINGERS,124.0,85.8,31.19
2018-w39,2018,w39,Kaluthara,320,LADIES FINGERS,92.0,86.94,31.29
2018-w40,2018,w40,Kaluthara,320,LADIES FINGERS,92.0,122.9,30.34
2018-w41,2018,w41,Kaluthara,320,LADIES FINGERS,92.0,49.18,30.67
2018-w42,2018,w42,Kaluthara,320,LADIES FINGERS,136.0,121.8,30.56
2018-w43,2018,w43,Kaluthara,320,LADIES FINGERS,124.0,66.22,30.92
2018-w44,2018,w44,Kaluthara,320,LADIES FINGERS,150.0,156.08,30.46
2018-w45,2018,w45,Kaluthara,320,LADIES FINGERS,174.0,29.7,30.41
2018-w46,2018,w46,Kaluthara,320,LADIES FINGERS,174.0,69.26,30.88
2018-w47,2018,w47,Kaluthara,320,LADIES FINGERS,174.0,57.0,30.81
2018-w48,2018,w48,Kaluthara,320,LADIES FINGERS,148.0,34.64,31.08
2018-w49,2018,w49,Kaluthara,320,LADIES FINGERS,128.0,8.98,29.75
2018-w50,2018,w50,Kaluthara,320,LADIES FINGERS,128.0,4.16,29.61
2018-w51,2018,w51,Kaluthara,320,LADIES FINGERS,126.0,41.28,30.25
2018-w52,2018,w52,Kaluthara,320,LADIES FINGERS,144.0,4.68,30.25
2018-w1,2018,w1,Kaluthara,304,LEEKS,208.0,14.85,17.53
2018-w2,2018,w2,Kaluthara,304,LEEKS,192.0,19.35,18.42
2018-w3,2018,w3,Kaluthara,304,LEEKS,244.0,5.35,18.61
2018-w4,2018,w4,Kaluthara,304,LEEKS,232.0,49.45,19.63
2018-w5,2018,w5,Kaluthara,304,LEEKS,212.0,21.1,19.99
2018-w6,2018,w6,Kaluthara,304,LEEKS,212.0,18.6,19.8
2018-w7,2018,w7,Kaluthara,304,LEEKS,196.0,6.8,19.08
2018-w8,2018,w8,Kaluthara,304,LEEKS,184.0,109.4,20.5
2018-w9,2018,w9,Kaluthara,304,LEEKS,176.0,32.35,20.98
2018-w10,2018,w10,Kaluthara,304,LEEKS,154.0,53.05,20.02
2018-w11,2018,w11,Kaluthara,304,LEEKS,144.0,16.6,21.78
2018-w12,2018,w12,Kaluthara,304,LEEKS,144.0,17.4,20.81
2018-w13,2018,w13,Kaluthara,304,LEEKS,156.0,8.95,21.84
2018-w14,2018,w14,Kaluthara,304,LEEKS,166.0,53.55,21.54
2018-w15,2018,w15,Kaluthara,304,LEEKS,156.0,22.75,21.9
2018-w16,2018,w16,Kaluthara,304,LEEKS,164.0,14.1,22.1
2018-w17,2018,w17,Kaluthara,304,LEEKS,212.0,6.2,23.2
2018-w18,2018,w18,Kaluthara,304,LEEKS,206.67,64.55,22.3
2018-w19,2018,w19,Kaluthara,304,LEEKS,208.0,74.3,22.21
2018-w20,2018,w20,Kaluthara,304,LEEKS,212.0,69.25,21.3
2018-w21,2018,w21,Kaluthara,304,LEEKS,192.0,71.35,20.96
2018-w22,2018,w22,Kaluthara,304,LEEKS,292.0,51.75,21.7
2018-w23,2018,w23,Kaluthara,304,LEEKS,268.0,65.85,20.18
2018-w24,2018,w24,Kaluthara,304,LEEKS,288.0,36.85,20.48
2018-w25,2018,w25,Kaluthara,304,LEEKS,288.0,52.1,20.04
2018-w26,2018,w26,Kaluthara,304,LEEKS,288.0,19.8,20.84
2018-w27,2018,w27,Kaluthara,304,LEEKS,228.0,50.7,19.36
2018-w28,2018,w28,Kaluthara,304,LEEKS,212.0,64.05,19.12
2018-w29,2018,w29,Kaluthara,304,LEEKS,188.0,18.7,20.54
2018-w30,2018,w30,Kaluthara,304,LEEKS,184.0,26.4,20.92
2018-w31,2018,w31,Kaluthara,304,LEEKS,136.0,24.7,19.38
2018-w32,2018,w32,Kaluthara,304,LEEKS,124.0,109.75,19.3
2018-w33,2018,w33,Kaluthara,304,LEEKS,124.0,60.35,19.52
2018-w34,2018,w34,Kaluthara,304,LEEKS,128.0,6.0,21.42
2018-w35,2018,w35,Kaluthara,304,LEEKS,124.0,3.35,20.38
2018-w36,2018,w36,Kaluthara,304,LEEKS,134.0,17.5,21.74
2018-w37,2018,w37,Kaluthara,304,LEEKS,124.0,17.9,20.94
2018-w38,2018,w38,Kaluthara,304,LEEKS,124.0,110.5,21.54
2018-w39,2018,w39,Kaluthara,304,LEEKS,110.0,189.35,21.98
2018-w40,2018,w40,Kaluthara,304,LEEKS,88.0,173.1,21.58
2018-w41,2018,w41,Kaluthara,304,LEEKS,92.0,55.2,20.8
2018-w42,2018,w42,Kaluthara,304,LEEKS,108.0,139.8,21.16
2018-w43,2018,w43,Kaluthara,304,LEEKS,126.0,120.2,20.91
2018-w44,2018,w44,Kaluthara,304,LEEKS,124.0,229.15,20.92
2018-w45,2018,w45,Kaluthara,304,LEEKS,192.0,25.4,19.38
2018-w46,2018,w46,Kaluthara,304,LEEKS,192.0,110.3,21.01
2018-w47,2018,w47,Kaluthara,304,LEEKS,228.0,73.5,20.84
2018-w48,2018,w48,Kaluthara,304,LEEKS,242.0,53.7,20.18
2018-w49,2018,w49,Kaluthara,304,LEEKS,238.0,31.25,19.36
2018-w50,2018,w50,Kaluthara,304,LEEKS,232.0,10.3,19.24
2018-w51,2018,w51,Kaluthara,304,LEEKS,252.0,86.0,20.13
2018-w52,2018,w52,Kaluthara,304,LEEKS,232.0,13.2,18.04
2018-w1,2018,w1,Kaluthara,323,PUMPKIN,108.0,9.88,28.07
2018-w2,2018,w2,Kaluthara,323,PUMPKIN,92.0,14.28,29.75
2018-w3,2018,w3,Kaluthara,323,PUMPKIN,88.0,0.72,28.95
2018-w4,2018,w4,Kaluthara,323,PUMPKIN,88.0,15.92,30.49
2018-w5,2018,w5,Kaluthara,323,PUMPKIN,88.0,25.16,30.89
2018-w6,2018,w6,Kaluthara,323,PUMPKIN,88.0,11.96,31.2
2018-w7,2018,w7,Kaluthara,323,PUMPKIN,88.0,8.46,30.45
2018-w8,2018,w8,Kaluthara,323,PUMPKIN,92.0,58.98,31.62
2018-w9,2018,w9,Kaluthara,323,PUMPKIN,92.0,47.16,31.53
2018-w10,2018,w10,Kaluthara,323,PUMPKIN,88.0,61.12,31.17
2018-w11,2018,w11,Kaluthara,323,PUMPKIN,88.0,24.5,32.63
2018-w12,2018,w12,Kaluthara,323,PUMPKIN,88.0,26.06,32.12
2018-w13,2018,w13,Kaluthara,323,PUMPKIN,86.0,20.86,32.59
2018-w14,2018,w14,Kaluthara,323,PUMPKIN,86.0,101.96,31.9
2018-w15,2018,w15,Kaluthara,323,PUMPKIN,66.0,70.76,32.13
2018-w16,2018,w16,Kaluthara,323,PUMPKIN,86.0,33.82,32.97
2018-w17,2018,w17,Kaluthara,323,PUMPKIN,56.0,48.72,32.91
2018-w18,2018,w18,Kaluthara,323,PUMPKIN,113.33,101.06,31.36
2018-w19,2018,w19,Kaluthara,323,PUMPKIN,56.0,136.92,31.41
2018-w20,2018,w20,Kaluthara,323,PUMPKIN,54.0,194.26,30.75
2018-w21,2018,w21,Kaluthara,323,PUMPKIN,74.0,106.76,31.26
2018-w22,2018,w22,Kaluthara,323,PUMPKIN,76.0,149.0,30.89
2018-w23,2018,w23,Kaluthara,323,PUMPKIN,66.0,51.02,31.19
2018-w24,2018,w24,Kaluthara,323,PUMPKIN,84.0,80.64,30.85
2018-w25,2018,w25,Kaluthara,323,PUMPKIN,64.0,75.12,30.6
2018-w26,2018,w26,Kaluthara,323,PUMPKIN,74.0,55.84,31.37
2018-w27,2018,w27,Kaluthara,323,PUMPKIN,84.0,65.02,30.29
2018-w28,2018,w28,Kaluthara,323,PUMPKIN,84.0,46.3,30.64
2018-w29,2018,w29,Kaluthara,323,PUMPKIN,92.0,14.44,30.99
2018-w30,2018,w30,Kaluthara,323,PUMPKIN,64.0,53.74,30.36
