Year_Week,Brent_Price_USD,Start_Date,End_Date,trading_days_count
2000-W01,23.914,1/7/2000,1/13/2000,5
2000-W02,26.046,1/14/2000,1/20/2000,5
2000-W03,27.106,1/21/2000,1/27/2000,5
2000-W04,27.154,1/28/2000,2/3/2000,5
2000-W05,27.558,2/4/2000,2/10/2000,5
2000-W06,27.924,2/11/2000,2/17/2000,5
2000-W07,27.508,2/18/2000,2/24/2000,5
2000-W08,29.228,2/25/2000,3/2/2000,5
2000-W09,30.472,3/3/2000,3/9/2000,5
2000-W10,28.61,3/10/2000,3/16/2000,5
2000-W11,25.896,3/17/2000,3/23/2000,5
2000-W12,24.682,3/24/2000,3/30/2000,5
2000-W13,23.548,3/31/2000,4/6/2000,5
2000-W14,21.762,4/7/2000,4/13/2000,5
2000-W15,22.814,4/14/2000,4/20/2000,5
2000-W16,23.11,4/21/2000,4/27/2000,3
2000-W17,24.6775,4/28/2000,5/4/2000,4
2000-W18,26.292,5/5/2000,5/11/2000,5
2000-W19,28.464,5/12/2000,5/18/2000,5
2000-W20,28.834,5/19/2000,5/25/2000,5
2000-W21,29.8275,5/26/2000,6/1/2000,4
2000-W22,28.74,6/2/2000,6/8/2000,5
2000-W23,29.878,6/9/2000,6/15/2000,5
2000-W24,29.31,6/16/2000,6/22/2000,5
2000-W25,30.918,6/23/2000,6/29/2000,5
2000-W26,31.096,6/30/2000,7/6/2000,5
2000-W27,30.49,7/7/2000,7/13/2000,5
2000-W28,28.78,7/14/2000,7/20/2000,5
2000-W29,26.164,7/21/2000,7/27/2000,5
2000-W30,26.068,7/28/2000,8/3/2000,5
2000-W31,28.052,8/4/2000,8/10/2000,5
2000-W32,29.81,8/11/2000,8/17/2000,5
2000-W33,31.266,8/18/2000,8/24/2000,5
2000-W34,33.958,8/25/2000,8/31/2000,5
2000-W35,36.192,9/1/2000,9/7/2000,5
2000-W36,33.774,9/8/2000,9/14/2000,5
2000-W37,33.512,9/15/2000,9/21/2000,5
2000-W38,30.046,9/22/2000,9/28/2000,5
2000-W39,29.594,9/29/2000,10/5/2000,5
2000-W40,31.052,10/6/2000,10/12/2000,5
2000-W41,31.636,10/13/2000,10/19/2000,5
2000-W42,31.12,10/20/2000,10/26/2000,5
2000-W43,30.996,10/27/2000,11/2/2000,5
2000-W44,31.298,11/3/2000,11/9/2000,5
2000-W45,33.158,11/10/2000,11/16/2000,5
2000-W46,33.41,11/17/2000,11/23/2000,5
2000-W47,32.878,11/24/2000,11/30/2000,5
2000-W48,29.232,12/1/2000,12/7/2000,5
2000-W49,26.42,12/8/2000,12/14/2000,5
2000-W50,23.92,12/15/2000,12/21/2000,5
2000-W51,22.3667,12/22/2000,12/28/2000,3
2000-W52,23.505,12/29/2000,1/4/2001,4
2001-W01,24.846,1/5/2001,1/11/2001,5
2001-W02,25.238,1/12/2001,1/18/2001,5
2001-W03,26.996,1/19/2001,1/25/2001,5
2001-W04,26.814,1/26/2001,2/1/2001,5
2001-W05,29.494,2/2/2001,2/8/2001,5
2001-W06,28.214,2/9/2001,2/15/2001,5
2001-W07,26.392,2/16/2001,2/22/2001,5
2001-W08,25.432,2/23/2001,3/1/2001,5
2001-W09,25.826,3/2/2001,3/8/2001,5
2001-W10,24.72,3/9/2001,3/15/2001,5
2001-W11,23.464,3/16/2001,3/22/2001,5
2001-W12,24.126,3/23/2001,3/29/2001,5
2001-W13,23.9,3/30/2001,4/5/2001,5
2001-W14,25.446,4/6/2001,4/12/2001,5
2001-W15,26.512,4/13/2001,4/19/2001,5
2001-W16,25.79,4/20/2001,4/26/2001,5
2001-W17,27.13,4/27/2001,5/3/2001,5
2001-W18,27.696,5/4/2001,5/10/2001,5
2001-W19,28.076,5/11/2001,5/17/2001,5
2001-W20,29.436,5/18/2001,5/24/2001,5
2001-W21,28.8175,5/25/2001,5/31/2001,4
2001-W22,28.868,6/1/2001,6/7/2001,5
2001-W23,29.022,6/8/2001,6/14/2001,5
2001-W24,27.072,6/15/2001,6/21/2001,5
2001-W25,26.762,6/22/2001,6/28/2001,5
2001-W26,25.832,6/29/2001,7/5/2001,5
2001-W27,24.978,7/6/2001,7/12/2001,5
2001-W28,23.59,7/13/2001,7/19/2001,5
2001-W29,24.416,7/20/2001,7/26/2001,5
2001-W30,24.67,7/27/2001,8/2/2001,5
2001-W31,25.564,8/3/2001,8/9/2001,5
2001-W32,25.632,8/10/2001,8/16/2001,5
2001-W33,25.152,8/17/2001,8/23/2001,5
2001-W34,26.476,8/24/2001,8/30/2001,5
2001-W35,26.494,8/31/2001,9/6/2001,5
2001-W36,28.138,9/7/2001,9/13/2001,5
2001-W37,27.218,9/14/2001,9/20/2001,5
2001-W38,21.614,9/21/2001,9/27/2001,5
2001-W39,21.19,9/28/2001,10/4/2001,5
2001-W40,21.084,10/5/2001,10/11/2001,5
2001-W41,20.016,10/12/2001,10/18/2001,5
2001-W42,20.378,10/19/2001,10/25/2001,5
2001-W43,20.058,10/26/2001,11/1/2001,5
2001-W44,18.89,11/2/2001,11/8/2001,5
2001-W45,19.192,11/9/2001,11/15/2001,5
2001-W46,18.064,11/16/2001,11/22/2001,5
2001-W47,18.9,11/23/2001,11/29/2001,5
2001-W48,19.208,11/30/2001,12/6/2001,5
2001-W49,17.876,12/7/2001,12/13/2001,5
2001-W50,18.706,12/14/2001,12/20/2001,5
2001-W51,18.75,12/21/2001,12/27/2001,3
2001-W52,19.93,12/28/2001,1/3/2002,4
2002-W01,20.646,1/4/2002,1/10/2002,5
2002-W02,18.906,1/11/2002,1/17/2002,5
2002-W03,18.598,1/18/2002,1/24/2002,5
2002-W04,19.164,1/25/2002,1/31/2002,5
2002-W05,19.85,2/1/2002,2/7/2002,5
2002-W06,20.844,2/8/2002,2/14/2002,5
2002-W07,20.142,2/15/2002,2/21/2002,5
2002-W08,20.266,2/22/2002,2/28/2002,5
2002-W09,22.176,3/1/2002,3/7/2002,5
2002-W10,23.104,3/8/2002,3/14/2002,5
2002-W11,24.248,3/15/2002,3/21/2002,5
2002-W12,24.93,3/22/2002,3/28/2002,5
2002-W13,26.412,3/29/2002,4/4/2002,5
2002-W14,25.316,4/5/2002,4/11/2002,5
2002-W15,24.366,4/12/2002,4/18/2002,5
2002-W16,26.15,4/19/2002,4/25/2002,5
2002-W17,26.51,4/26/2002,5/2/2002,5
2002-W18,25.8775,5/3/2002,5/9/2002,4
2002-W19,26.638,5/10/2002,5/16/2002,5
2002-W20,24.948,5/17/2002,5/23/2002,5
2002-W21,23.978,5/24/2002,5/30/2002,5
2002-W22,23.2833,5/31/2002,6/6/2002,3
2002-W23,23,6/7/2002,6/13/2002,5
2002-W24,24.514,6/14/2002,6/20/2002,5
2002-W25,24.918,6/21/2002,6/27/2002,5
2002-W26,25.544,6/28/2002,7/4/2002,5
2002-W27,25.476,7/5/2002,7/11/2002,5
2002-W28,26.224,7/12/2002,7/18/2002,5
2002-W29,25.702,7/19/2002,7/25/2002,5
2002-W30,25.664,7/26/2002,8/1/2002,5
2002-W31,25.454,8/2/2002,8/8/2002,5
2002-W32,26.072,8/9/2002,8/15/2002,5
2002-W33,27.548,8/16/2002,8/22/2002,5
2002-W34,27.522,8/23/2002,8/29/2002,5
2002-W35,27.288,8/30/2002,9/5/2002,5
2002-W36,28.478,9/6/2002,9/12/2002,5
2002-W37,28.306,9/13/2002,9/19/2002,5
2002-W38,29.096,9/20/2002,9/26/2002,5
2002-W39,29.026,9/27/2002,10/3/2002,5
2002-W40,28.194,10/4/2002,10/10/2002,5
2002-W41,28.446,10/11/2002,10/17/2002,5
2002-W42,27.072,10/18/2002,10/24/2002,5
2002-W43,25.582,10/25/2002,10/31/2002,5
2002-W44,24.748,11/1/2002,11/7/2002,5
2002-W45,23.438,11/8/2002,11/14/2002,5
2002-W46,23.872,11/15/2002,11/21/2002,5
2002-W47,25.002,11/22/2002,11/28/2002,5
2002-W48,25.924,11/29/2002,12/5/2002,5
2002-W49,26.444,12/6/2002,12/12/2002,5
2002-W50,29.166,12/13/2002,12/19/2002,5
2002-W51,30.3767,12/20/2002,12/26/2002,3
2002-W52,30.9875,12/27/2002,1/2/2003,4
2003-W01,30.64,1/3/2003,1/9/2003,5
2003-W02,31.182,1/10/2003,1/16/2003,5
2003-W03,31.798,1/17/2003,1/23/2003,5
2003-W04,31.21,1/24/2003,1/30/2003,5
2003-W05,31.446,1/31/2003,2/6/2003,5
2003-W06,32.58,2/7/2003,2/13/2003,5
2003-W07,33.1,2/14/2003,2/20/2003,5
2003-W08,33.472,2/21/2003,2/27/2003,5
2003-W09,34.016,2/28/2003,3/6/2003,5
2003-W10,34.322,3/7/2003,3/13/2003,5
2003-W11,29.356,3/14/2003,3/20/2003,5
2003-W12,26.536,3/21/2003,3/27/2003,5
2003-W13,27.338,3/28/2003,4/3/2003,5
2003-W14,25.208,4/4/2003,4/10/2003,5
2003-W15,24.814,4/11/2003,4/17/2003,5
2003-W16,25.172,4/18/2003,4/24/2003,5
2003-W17,23.666,4/25/2003,5/1/2003,5
2003-W18,23.944,5/2/2003,5/8/2003,5
2003-W19,25.888,5/9/2003,5/15/2003,5
2003-W20,27.2,5/16/2003,5/22/2003,5
2003-W21,26.668,5/23/2003,5/29/2003,5
2003-W22,27.556,5/30/2003,6/5/2003,5
2003-W23,28.578,6/6/2003,6/12/2003,5
2003-W24,26.934,6/13/2003,6/19/2003,5
2003-W25,27.124,6/20/2003,6/26/2003,5
2003-W26,28.298,6/27/2003,7/3/2003,5
2003-W27,28.146,7/4/2003,7/10/2003,5
2003-W28,28.77,7/11/2003,7/17/2003,5
2003-W29,28.202,7/18/2003,7/24/2003,5
2003-W30,28.254,7/25/2003,7/31/2003,5
2003-W31,29.996,8/1/2003,8/7/2003,5
2003-W32,29.878,8/8/2003,8/14/2003,5
2003-W33,29.494,8/15/2003,8/21/2003,5
2003-W34,30.086,8/22/2003,8/28/2003,5
2003-W35,28.696,8/29/2003,9/4/2003,5
2003-W36,27.814,9/5/2003,9/11/2003,5
2003-W37,26.1,9/12/2003,9/18/2003,5
2003-W38,26.184,9/19/2003,9/25/2003,5
2003-W39,27.952,9/26/2003,10/2/2003,5
2003-W40,29.482,10/3/2003,10/9/2003,5
2003-W41,31.172,10/10/2003,10/16/2003,5
2003-W42,29.708,10/17/2003,10/23/2003,5
2003-W43,28.882,10/24/2003,10/30/2003,5
2003-W44,27.88,10/31/2003,11/6/2003,5
2003-W45,28.804,11/7/2003,11/13/2003,5
2003-W46,29.606,11/14/2003,11/20/2003,5
2003-W47,28.506,11/21/2003,11/27/2003,5
2003-W48,28.946,11/28/2003,12/4/2003,5
2003-W49,29.894,12/5/2003,12/11/2003,5
2003-W50,30.714,12/12/2003,12/18/2003,5
2003-W51,29.39,12/19/2003,12/25/2003,4
2003-W52,29.8567,12/26/2003,1/1/2004,3
2004-W01,31.03,1/2/2004,1/8/2004,5
2004-W02,31.828,1/9/2004,1/15/2004,5
2004-W03,31.712,1/16/2004,1/22/2004,5
2004-W04,30.904,1/23/2004,1/29/2004,5
2004-W05,29.71,1/30/2004,2/5/2004,5
2004-W06,29.784,2/6/2004,2/12/2004,5
2004-W07,31.334,2/13/2004,2/19/2004,5
2004-W08,31.924,2/20/2004,2/26/2004,5
2004-W09,33.44,2/27/2004,3/4/2004,5
2004-W10,33.688,3/5/2004,3/11/2004,5
2004-W11,34.25,3/12/2004,3/18/2004,5
2004-W12,33.952,3/19/2004,3/25/2004,5
2004-W13,32.494,3/26/2004,4/1/2004,5
2004-W14,32.178,4/2/2004,4/8/2004,5
2004-W15,33.99,4/9/2004,4/15/2004,5
2004-W16,33.718,4/16/2004,4/22/2004,5
2004-W17,34.35,4/23/2004,4/29/2004,5
2004-W18,35.98,4/30/2004,5/6/2004,5
2004-W19,37.26,5/7/2004,5/13/2004,5
2004-W20,38.718,5/14/2004,5/20/2004,5
2004-W21,38.072,5/21/2004,5/27/2004,5
2004-W22,37.46,5/28/2004,6/3/2004,5
2004-W23,35.49,6/4/2004,6/10/2004,5
2004-W24,35.05,6/11/2004,6/17/2004,5
2004-W25,34.944,6/18/2004,6/24/2004,5
2004-W26,33.78,6/25/2004,7/1/2004,5
2004-W27,36.062,7/2/2004,7/8/2004,5
2004-W28,37.582,7/9/2004,7/15/2004,5
2004-W29,38.832,7/16/2004,7/22/2004,5
2004-W30,40.288,7/23/2004,7/29/2004,5
2004-W31,41.776,7/30/2004,8/5/2004,5
2004-W32,42.858,8/6/2004,8/12/2004,5
2004-W33,44.298,8/13/2004,8/19/2004,5
2004-W34,43.176,8/20/2004,8/26/2004,5
2004-W35,40.93,8/27/2004,9/2/2004,5
2004-W36,40.604,9/3/2004,9/9/2004,5
2004-W37,41.142,9/10/2004,9/16/2004,5
2004-W38,44.686,9/17/2004,9/23/2004,5
2004-W39,46.964,9/24/2004,9/30/2004,5
2004-W40,47.576,10/1/2004,10/7/2004,5
2004-W41,50.634,10/8/2004,10/14/2004,5
2004-W42,50.246,10/15/2004,10/21/2004,5
2004-W43,50.974,10/22/2004,10/28/2004,5
2004-W44,46.542,10/29/2004,11/4/2004,5
2004-W45,43.442,11/5/2004,11/11/2004,5
2004-W46,40.44,11/12/2004,11/18/2004,5
2004-W47,42.664,11/19/2004,11/25/2004,5
2004-W48,42.166,11/26/2004,12/2/2004,5
2004-W49,37.868,12/3/2004,12/9/2004,5
2004-W50,38.812,12/10/2004,12/16/2004,5
2004-W51,41.844,12/17/2004,12/23/2004,5
2004-W52,39.634,12/24/2004,12/30/2004,5
2005-W01,44.19,1/7/2005,1/13/2005,5
2005-W02,44.952,1/14/2005,1/20/2005,5
2005-W03,46.042,1/21/2005,1/27/2005,5
2005-W04,44.336,1/28/2005,2/3/2005,5
2005-W05,43.056,2/4/2005,2/10/2005,5
2005-W06,44.934,2/11/2005,2/17/2005,5
2005-W07,47.39,2/18/2005,2/24/2005,5
2005-W08,50.918,2/25/2005,3/3/2005,5
2005-W09,52.882,3/4/2005,3/10/2005,5
2005-W10,54.288,3/11/2005,3/17/2005,5
2005-W11,54.204,3/18/2005,3/24/2005,5
2005-W12,51.755,3/25/2005,3/31/2005,4
2005-W13,54.248,4/1/2005,4/7/2005,5
2005-W14,50.89,4/8/2005,4/14/2005,5
2005-W15,50.43,4/15/2005,4/21/2005,5
2005-W16,52.222,4/22/2005,4/28/2005,5
2005-W17,50.23,4/29/2005,5/5/2005,5
2005-W18,49.266,5/6/2005,5/12/2005,5
2005-W19,46.97,5/13/2005,5/19/2005,5
2005-W20,48.086,5/20/2005,5/26/2005,5
2005-W21,49.962,5/27/2005,6/2/2005,5
2005-W22,51.882,6/3/2005,6/9/2005,5
2005-W23,53.184,6/10/2005,6/16/2005,5
2005-W24,56.894,6/17/2005,6/23/2005,5
2005-W25,56.848,6/24/2005,6/30/2005,5
2005-W26,57.466,7/1/2005,7/7/2005,5
2005-W27,57.834,7/8/2005,7/14/2005,5
2005-W28,56.392,7/15/2005,7/21/2005,5
2005-W29,57.938,7/22/2005,7/28/2005,5
2005-W30,60.224,7/29/2005,8/4/2005,5
2005-W31,63.15,8/5/2005,8/11/2005,5
2005-W32,64.84,8/12/2005,8/18/2005,5
2005-W33,65.274,8/19/2005,8/25/2005,5
2005-W34,66.148,8/26/2005,9/1/2005,5
2005-W35,63.906,9/2/2005,9/8/2005,5
2005-W36,61.644,9/9/2005,9/15/2005,5
2005-W37,63.29,9/16/2005,9/22/2005,5
2005-W38,62.258,9/23/2005,9/29/2005,5
2005-W39,59.808,9/30/2005,10/6/2005,5
2005-W40,58.358,10/7/2005,10/13/2005,5
2005-W41,58.456,10/14/2005,10/20/2005,5
2005-W42,57.992,10/21/2005,10/27/2005,5
2005-W43,58.542,10/28/2005,11/3/2005,5
2005-W44,58.024,11/4/2005,11/10/2005,5
2005-W45,54.066,11/11/2005,11/17/2005,5
2005-W46,53.51,11/18/2005,11/24/2005,5
2005-W47,53.24,11/25/2005,12/1/2005,5
2005-W48,55.614,12/2/2005,12/8/2005,5
2005-W49,58.566,12/9/2005,12/15/2005,5
2005-W50,56.726,12/16/2005,12/22/2005,5
2005-W51,56.8625,12/23/2005,12/29/2005,4
2005-W52,60.695,12/30/2005,1/5/2006,4
2006-W01,62.35,1/6/2006,1/12/2006,5
2006-W02,62.876,1/13/2006,1/19/2006,5
2006-W03,63.768,1/20/2006,1/26/2006,5
2006-W04,64.482,1/27/2006,2/2/2006,5
2006-W05,61.804,2/3/2006,2/9/2006,5
2006-W06,58.308,2/10/2006,2/16/2006,5
2006-W07,59.032,2/17/2006,2/23/2006,5
2006-W08,60.548,2/24/2006,3/2/2006,5
2006-W09,60.226,3/3/2006,3/9/2006,5
2006-W10,61.522,3/10/2006,3/16/2006,5
2006-W11,61.758,3/17/2006,3/23/2006,5
2006-W12,64.102,3/24/2006,3/30/2006,5
2006-W13,66.718,3/31/2006,4/6/2006,5
2006-W14,68.552,4/7/2006,4/13/2006,5
2006-W15,72.0767,4/14/2006,4/20/2006,3
2006-W16,73.202,4/21/2006,4/27/2006,5
2006-W17,73.108,4/28/2006,5/4/2006,5
2006-W18,70.422,5/5/2006,5/11/2006,5
2006-W19,68.712,5/12/2006,5/18/2006,5
2006-W20,67.876,5/19/2006,5/25/2006,5
2006-W21,69.04,5/26/2006,6/1/2006,5
2006-W22,67.746,6/2/2006,6/8/2006,5
2006-W23,66.996,6/9/2006,6/15/2006,5
2006-W24,67.35,6/16/2006,6/22/2006,5
2006-W25,71.16,6/23/2006,6/29/2006,5
2006-W26,73.262,6/30/2006,7/6/2006,5
2006-W27,73.588,7/7/2006,7/13/2006,5
2006-W28,74.15,7/14/2006,7/20/2006,5
2006-W29,73.332,7/21/2006,7/27/2006,5
2006-W30,75.8,7/28/2006,8/3/2006,5
2006-W31,77.246,8/4/2006,8/10/2006,5
2006-W32,73.126,8/11/2006,8/17/2006,5
2006-W33,71.66,8/18/2006,8/24/2006,5
2006-W34,68.768,8/25/2006,8/31/2006,5
2006-W35,66.996,9/1/2006,9/7/2006,5
2006-W36,62.194,9/8/2006,9/14/2006,5
2006-W37,60.516,9/15/2006,9/21/2006,5
2006-W38,58.702,9/22/2006,9/28/2006,5
2006-W39,57.584,9/29/2006,10/5/2006,5
2006-W40,57.914,10/6/2006,10/12/2006,5
2006-W41,58.714,10/13/2006,10/19/2006,5
2006-W42,57.722,10/20/2006,10/26/2006,5
2006-W43,56.766,10/27/2006,11/2/2006,5
2006-W44,57.492,11/3/2006,11/9/2006,5
2006-W45,58.286,11/10/2006,11/16/2006,5
2006-W46,58.456,11/17/2006,11/23/2006,5
